Points:0,Points:1,Points:2,intensity,azimuth,distance_m
0.21777,4.0736,-1.3784,3,306,4.306
0.36793,6.8827,0.32143,55,306,6.9
0.23512,4.3983,-1.3744,4,306,4.614
0.36818,6.8873,0.4823,37,306,6.914
0.25739,4.8148,-1.3826,7,306,5.016
0.36876,6.8982,0.64448,69,306,6.938
0.2799,5.2358,-1.3726,6,306,5.42
0.36966,6.9149,0.8098,70,306,6.972
0.30958,5.7912,-1.3741,2,306,5.96
0.36908,6.9042,0.97171,67,306,6.982
0.34556,6.4642,-1.376,7,306,6.618
0.36841,6.8916,1.1339,76,306,6.994
0.36795,6.8829,-1.2987,66,306,7.014
0.36837,6.8907,1.3001,56,306,7.022
0.12967,2.3049,-1.3691,3,322,2.684
0.36127,6.4216,-1.0567,3,322,6.518
0.13672,2.4303,-1.3676,3,322,2.792
0.3868,6.8755,-0.96781,80,322,6.954
0.14432,2.5653,-1.3662,6,322,2.91
0.38774,6.8921,-0.80725,49,322,6.95
0.15219,2.7051,-1.3609,4,322,3.032
0.38713,6.8812,-0.643,59,322,6.922
0.16246,2.8878,-1.3691,6,322,3.2
0.38685,6.8763,-0.4816,77,322,6.904
0.17303,3.0756,-1.3715,7,322,3.372
0.38648,6.8697,-0.32087,78,322,6.888
0.18452,3.2798,-1.3721,3,322,3.56
0.38691,6.8773,-0.15992,102,322,6.89
0.19767,3.5137,-1.3742,8,322,3.778
0.3869,6.8771,0,56,322,6.888
0.21145,3.7585,-1.3701,5,322,4.006
0.38769,6.8912,0.16025,71,322,6.904
0.22925,4.0749,-1.3791,3,322,4.308
0.38693,6.8776,0.32124,69,322,6.896
0.24762,4.4014,-1.3756,4,322,4.618
0.38697,6.8783,0.48174,45,322,6.906
0.27073,4.8122,-1.382,8,322,5.014
0.3878,6.8931,0.64411,70,322,6.934
0.29441,5.2331,-1.3721,6,322,5.418
0.3883,6.902,0.80841,77,322,6.96
0.32608,5.7961,-1.3755,2,322,5.966
0.38792,6.8952,0.97059,78,322,6.974
0.36328,6.4573,-1.3747,7,322,6.612
0.38732,6.8847,1.1329,80,322,6.988
0.38705,6.8799,-1.2983,66,322,7.012
0.38661,6.872,1.2968,63,322,7.004
0.13591,2.3011,-1.367,3,338,2.68
0.37885,6.4147,-1.0557,3,338,6.512
0.1431,2.4229,-1.3637,3,338,2.784
0.406,6.8743,-0.96781,80,338,6.954
0.15107,2.5579,-1.3624,4,338,2.902
0.40605,6.8751,-0.80539,46,338,6.934
0.16006,2.7101,-1.3636,4,338,3.038
0.40622,6.8781,-0.64281,62,338,6.92
0.17021,2.8819,-1.3665,5,338,3.194
0.4057,6.8692,-0.48118,73,338,6.898
0.18194,3.0806,-1.374,9,338,3.378
0.40519,6.8606,-0.32049,82,338,6.88
0.19389,3.2829,-1.3736,3,338,3.564
0.40611,6.8762,-0.15992,101,338,6.89
0.20781,3.5187,-1.3764,6,338,3.784
0.40587,6.872,0,56,338,6.884
0.22161,3.7522,-1.3681,5,338,4
0.40694,6.8901,0.16025,75,338,6.904
0.24029,4.0685,-1.3771,3,338,4.302
0.40578,6.8705,0.32096,65,338,6.89
0.25991,4.4007,-1.3756,4,338,4.618
0.40558,6.8672,0.48104,44,338,6.896
0.28439,4.8152,-1.3831,6,338,5.018
0.40646,6.8821,0.64318,69,338,6.924
0.30993,5.2477,-1.3762,7,338,5.434
0.40757,6.9009,0.80841,74,338,6.96
0.34112,5.7757,-1.3709,2,338,5.946
0.40659,6.8842,0.9692,70,338,6.964
0.38108,6.4524,-1.3739,7,338,6.608
0.40643,6.8816,1.1326,80,338,6.986
0.40557,6.867,-1.2961,59,338,7
0.4058,6.8709,1.2968,58,338,7.004
0.14241,2.2955,-1.364,3,355,2.674
0.39874,6.4273,-1.058,3,355,6.526
0.15039,2.4242,-1.3647,3,355,2.786
0.42566,6.8612,-0.96614,81,355,6.942
0.15844,2.5539,-1.3605,4,355,2.898
0.42657,6.8758,-0.80562,49,355,6.936
0.16766,2.7024,-1.36,4,355,3.03
0.42589,6.8649,-0.6417,59,355,6.908
0.17898,2.885,-1.3682,4,355,3.198
0.42583,6.864,-0.4809,77,355,6.894
0.19052,3.0709,-1.3699,5,355,3.368
0.4253,6.8554,-0.32031,82,355,6.876
0.20409,3.2897,-1.3767,3,355,3.572
0.42564,6.861,-0.1596,101,355,6.876
0.21837,3.5199,-1.3771,4,355,3.786
0.42588,6.8648,0,56,355,6.878
0.23263,3.7497,-1.3674,4,355,3.998
0.42701,6.8829,0.16011,75,355,6.898
0.2526,4.0716,-1.3784,3,355,4.306
0.42579,6.8633,0.32068,65,355,6.884
0.27296,4.3999,-1.3756,5,355,4.618
0.42534,6.856,0.48034,44,355,6.886
0.29903,4.8201,-1.3848,5,355,5.024
0.42638,6.8729,0.64244,70,355,6.916
0.3249,5.2371,-1.3736,6,355,5.424
0.42731,6.8877,0.80702,74,355,6.948
0.35874,5.7825,-1.3727,2,355,5.954
0.42664,6.8771,0.96837,78,355,6.958
0.40022,6.4512,-1.3739,7,355,6.608
0.42648,6.8744,1.1316,80,355,6.98
0.42546,6.8579,-1.2946,62,355,6.992
0.42558,6.8599,1.295,58,355,6.994
0.14911,2.2934,-1.363,3,372,2.672
0.4173,6.4182,-1.0567,3,372,6.518
0.15747,2.422,-1.3637,3,372,2.784
0.44563,6.854,-0.9653,80,372,6.936
0.16636,2.5587,-1.3633,5,372,2.904
0.44606,6.8607,-0.804,46,372,6.922
0.17579,2.7037,-1.3609,4,372,3.032
0.44613,6.8617,-0.64151,62,372,6.906
0.18731,2.8808,-1.3665,5,372,3.194
0.44555,6.8528,-0.4802,82,372,6.884
0.19998,3.0758,-1.3723,4,372,3.374
0.44538,6.8501,-0.32012,82,372,6.872
0.21361,3.2854,-1.3752,3,372,3.568
0.44561,6.8537,-0.15946,102,372,6.87
0.22821,3.5099,-1.3735,6,372,3.776
0.4456,6.8535,0,56,372,6.868
0.24399,3.7527,-1.3688,5,372,4.002
0.44704,6.8756,0.15997,76,372,6.892
0.26406,4.0614,-1.3752,4,372,4.296
0.44538,6.8501,0.32012,62,372,6.872
0.28627,4.4029,-1.3768,4,372,4.622
0.44542,6.8508,0.48006,44,372,6.882
0.31408,4.8307,-1.3881,3,372,5.036
0.44639,6.8656,0.64188,70,372,6.91
0.34069,5.24,-1.3746,6,372,5.428
0.44735,6.8805,0.80632,74,372,6.942
0.37715,5.8008,-1.3774,3,372,5.974
0.44666,6.8698,0.96753,74,372,6.952
0.41987,6.4578,-1.3755,8,372,6.616
0.44624,6.8633,1.13,80,372,6.97
0.4458,6.8566,-1.2946,47,372,6.992
0.44529,6.8488,1.2931,50,372,6.984
0.15558,2.2999,-1.367,3,387,2.68
0.43077,6.3679,-1.0486,3,387,6.468
0.16358,2.4181,-1.3618,3,387,2.78
0.46331,6.8489,-0.96475,80,387,6.932
0.17294,2.5565,-1.3624,5,387,2.902
0.46402,6.8595,-0.804,40,387,6.922
0.18323,2.7086,-1.3636,4,387,3.038
0.46396,6.8585,-0.64133,59,387,6.904
0.1946,2.8767,-1.3648,4,387,3.19
0.46335,6.8496,-0.48006,73,387,6.882
0.20803,3.0753,-1.3723,4,387,3.374
0.46304,6.8449,-0.31993,67,387,6.868
0.22171,3.2775,-1.3721,3,387,3.56
0.46342,6.8505,-0.15941,81,387,6.868
0.2374,3.5093,-1.3735,7,387,3.776
0.46341,6.8503,0,49,387,6.866
0.25356,3.7483,-1.3674,4,387,3.998
0.46423,6.8625,0.15969,68,387,6.88
0.27533,4.0701,-1.3784,5,387,4.306
0.46317,6.8469,0.32003,52,387,6.87
0.29779,4.4021,-1.3768,4,387,4.622
0.46309,6.8456,0.47979,37,387,6.878
0.3253,4.8088,-1.382,3,387,5.014
0.46409,6.8605,0.64151,69,387,6.906
0.35428,5.2371,-1.3741,6,387,5.426
0.46456,6.8674,0.80492,74,387,6.93
0.39181,5.792,-1.3755,2,387,5.966
0.46464,6.8686,0.96753,56,387,6.952
0.43427,6.4196,-1.3676,6,387,6.578
0.46354,6.8523,1.1284,76,387,6.96
0.46242,6.8358,-1.2909,59,387,6.972
0.46309,6.8456,1.2927,46,387,6.982
0.1622,2.2908,-1.3619,3,405,2.67
0.45063,6.3645,-1.0483,3,405,6.466
0.17191,2.428,-1.3676,3,405,2.792
0.48412,6.8375,-0.96336,81,405,6.922
0.18047,2.5489,-1.3587,3,405,2.894
0.48473,6.8461,-0.8026,46,405,6.91
0.19098,2.6973,-1.3582,4,405,3.026
0.48452,6.8431,-0.64003,62,405,6.89
0.20377,2.8779,-1.3656,4,405,3.192
0.48403,6.8362,-0.47923,82,405,6.87
0.21705,3.0655,-1.3683,3,405,3.364
0.48355,6.8295,-0.31928,82,405,6.854
0.23175,3.2731,-1.3706,3,405,3.556
0.48423,6.839,-0.15918,102,405,6.858
0.24816,3.5048,-1.372,4,405,3.772
0.48436,6.8409,0,60,405,6.858
0.266,3.7569,-1.3708,5,405,4.008
0.48508,6.851,0.15946,71,405,6.87
0.28825,4.0711,-1.3791,5,405,4.308
0.48412,6.8374,0.31966,65,405,6.862
0.31202,4.4069,-1.3786,5,405,4.628
0.4836,6.8302,0.47881,45,405,6.864
0.34068,4.8116,-1.3831,3,405,5.018
0.4848,6.8471,0.6404,70,405,6.894
0.37046,5.2321,-1.3731,6,405,5.422
0.48557,6.858,0.804,77,405,6.922
0.40836,5.7675,-1.37,2,405,5.942
0.48538,6.8553,0.96586,74,405,6.94
0.44614,6.3011,-1.3427,2,405,6.458
0.48492,6.8488,1.128,80,405,6.958
0.48445,6.8422,1.2924,43,405,6.98
0.16939,2.2903,-1.3619,3,423,2.67
0.46873,6.3375,-1.0441,4,423,6.44
0.17915,2.4223,-1.3647,3,423,2.786
0.50502,6.8281,-0.96224,77,423,6.914
0.18913,2.5571,-1.3633,3,423,2.904
0.50594,6.8406,-0.80214,44,423,6.906
0.19998,2.7038,-1.3618,4,423,3.034
0.50601,6.8415,-0.64003,59,423,6.89
0.21241,2.8718,-1.3631,3,423,3.186
0.50506,6.8286,-0.47881,73,423,6.864
0.22641,3.0612,-1.3666,3,423,3.36
0.50471,6.8239,-0.3191,82,423,6.85
0.24203,3.2723,-1.3706,3,423,3.556
0.50542,6.8335,-0.15909,101,423,6.854
0.25944,3.5078,-1.3735,3,423,3.776
0.5057,6.8373,0,56,423,6.856
0.27794,3.7579,-1.3715,5,423,4.01
0.5066,6.8494,0.15946,71,423,6.87
0.3009,4.0683,-1.3784,4,423,4.306
0.5053,6.8319,0.31947,62,423,6.858
0.3253,4.3983,-1.3762,4,423,4.62
0.50476,6.8246,0.47853,41,423,6.86
0.35593,4.8124,-1.3837,3,423,5.02
0.50586,6.8395,0.63984,69,423,6.888
0.38732,5.2367,-1.3746,6,423,5.428
0.50653,6.8485,0.80307,74,423,6.914
0.42777,5.7836,-1.3741,2,423,5.96
0.50662,6.8498,0.9653,67,423,6.936
0.46998,6.3543,-1.3543,1,423,6.514
0.50571,6.8374,1.1264,76,423,6.948
0.50537,6.8328,1.2909,38,423,6.972
0.17645,2.2984,-1.367,6,439,2.68
0.48764,6.3519,-1.0467,3,439,6.456
0.18592,2.4217,-1.3647,3,439,2.786
0.52393,6.8247,-0.96196,81,439,6.912
0.1964,2.5583,-1.3643,3,439,2.906
0.52413,6.8272,-0.80074,46,439,6.894
0.20739,2.7015,-1.3609,4,439,3.032
0.5242,6.8282,-0.63891,62,439,6.878
0.21987,2.864,-1.3596,2,439,3.178
0.52367,6.8212,-0.47839,82,439,6.858
0.23496,3.0605,-1.3666,3,439,3.36
0.52315,6.8145,-0.31872,78,439,6.842
0.25145,3.2753,-1.3721,3,439,3.56
0.52389,6.8241,-0.1589,101,439,6.846
0.26895,3.5033,-1.372,5,439,3.772
0.52387,6.8239,0,52,439,6.844
0.28829,3.7552,-1.3708,5,439,4.008
0.52526,6.842,0.15932,75,439,6.864
0.3124,4.0693,-1.3791,3,439,4.308
0.52392,6.8245,0.31919,69,439,6.852
0.33802,4.403,-1.378,4,439,4.626
0.52336,6.8172,0.47811,44,439,6.854
0.36996,4.819,-1.3859,3,439,5.028
0.52435,6.8302,0.6391,70,439,6.88
0.4015,5.2299,-1.3731,6,439,5.422
0.52535,6.8431,0.8026,82,439,6.91
0.44332,5.7747,-1.3723,2,439,5.952
0.52469,6.8345,0.96336,74,439,6.922
0.49116,6.3978,-1.3639,3,439,6.56
0.52419,6.8281,1.1251,80,439,6.94
0.4927,6.4179,-1.2127,0,439,6.55
0.52369,6.8216,1.289,48,439,6.962
0.18314,2.3013,-1.3691,5,455,2.684
0.19213,2.4143,-1.3608,3,455,2.778
0.54251,6.8172,-0.96113,80,455,6.906
0.20341,2.556,-1.3633,3,455,2.904
0.54319,6.8258,-0.80074,46,455,6.894
0.21508,2.7027,-1.3618,4,455,3.034
0.54311,6.8247,-0.63872,62,455,6.876
0.22801,2.8652,-1.3605,2,455,3.18
0.5424,6.8158,-0.47811,77,455,6.854
0.24321,3.0562,-1.365,3,455,3.356
0.54155,6.8051,-0.31835,82,455,6.834
0.25986,3.2654,-1.3683,3,455,3.55
0.54262,6.8186,-0.15881,101,455,6.842
0.27932,3.51,-1.3749,3,455,3.78
0.54261,6.8184,0,52,455,6.84
0.29833,3.7488,-1.3688,5,455,4.002
0.54357,6.8306,0.15909,71,455,6.854
0.32362,4.0666,-1.3784,3,455,4.306
0.54234,6.815,0.31882,65,455,6.844
0.35017,4.4002,-1.3774,4,455,4.624
0.54224,6.8138,0.47797,45,455,6.852
0.38296,4.8122,-1.3843,3,455,5.022
0.54279,6.8207,0.63835,69,455,6.872
0.41641,5.2326,-1.3741,6,455,5.426
0.54351,6.8297,0.80121,74,455,6.898
0.4596,5.7753,-1.3727,2,455,5.954
0.54377,6.833,0.96336,74,455,6.922
0.54232,6.8148,1.1232,76,455,6.928
0.54196,6.8103,1.2872,50,455,6.952
0.18928,2.2973,-1.367,3,471,2.68
0.19973,2.4241,-1.3667,3,471,2.79
0.56041,6.8019,-0.95918,80,471,6.892
0.21054,2.5554,-1.3633,3,471,2.904
0.56127,6.8123,-0.79935,46,471,6.882
0.22262,2.702,-1.3618,4,471,3.034
0.56151,6.8152,-0.63798,59,471,6.868
0.23572,2.861,-1.3588,2,471,3.176
0.56061,6.8043,-0.47741,77,471,6.844
0.25175,3.0555,-1.365,3,471,3.356
0.55973,6.7936,-0.31789,78,471,6.824
0.26989,3.2757,-1.3729,6,471,3.562
0.56133,6.8131,-0.15872,102,471,6.838
0.28897,3.5073,-1.3742,3,471,3.778
0.56116,6.8109,0,52,471,6.834
0.30895,3.7498,-1.3694,5,471,4.004
0.56248,6.827,0.15904,75,471,6.852
0.33481,4.0637,-1.3778,3,471,4.304
0.56055,6.8035,0.31835,69,471,6.834
0.36261,4.4011,-1.378,5,471,4.626
0.56061,6.8043,0.47741,44,471,6.844
0.39576,4.8035,-1.382,3,471,5.014
0.56135,6.8132,0.6378,69,471,6.866
0.43118,5.2333,-1.3746,6,471,5.428
0.56209,6.8222,0.80051,77,471,6.892
0.47509,5.7663,-1.3709,2,471,5.946
0.56171,6.8177,0.96141,74,471,6.908
0.53106,6.4457,-1.3747,7,471,6.612
0.56119,6.8113,1.1228,80,471,6.926
0.53741,6.5227,-1.2331,0,471,6.66
0.56049,6.8029,1.2861,56,471,6.946
0.19599,2.3002,-1.3691,3,487,2.684
0.2059,2.4166,-1.3627,3,487,2.782
0.5789,6.7944,-0.95835,81,487,6.886
0.21723,2.5495,-1.3605,3,487,2.898
0.58046,6.8127,-0.79958,49,487,6.884
0.23017,2.7014,-1.3618,4,487,3.034
0.5802,6.8096,-0.63761,62,487,6.864
0.24447,2.8693,-1.3631,2,487,3.186
0.57961,6.8027,-0.47741,82,487,6.844
0.2609,3.0621,-1.3683,3,487,3.364
0.57836,6.788,-0.3177,82,487,6.82
0.27997,3.286,-1.3775,4,487,3.574
0.57951,6.8015,-0.15848,102,487,6.828
0.29892,3.5084,-1.3749,3,487,3.78
0.57966,6.8033,0,56,487,6.828
0.32006,3.7564,-1.3722,5,487,4.012
0.58104,6.8194,0.1589,75,487,6.846
0.3468,4.0703,-1.3803,3,487,4.312
0.5792,6.798,0.31816,69,487,6.83
0.37603,4.4134,-1.3821,6,487,4.64
0.57944,6.8007,0.47727,45,487,6.842
0.4095,4.8062,-1.3831,3,487,5.018
0.57953,6.8017,0.63687,70,487,6.856
0.44628,5.2379,-1.3762,7,487,5.434
0.58029,6.8107,0.79935,77,487,6.882
0.49201,5.7746,-1.3732,2,487,5.956
0.58008,6.8082,0.96029,74,487,6.9
0.54923,6.4461,-1.3751,7,487,6.614
0.57954,6.8018,1.1215,80,487,6.918
0.56597,6.6426,-1.2561,0,487,6.784
0.57899,6.7954,1.285,58,487,6.94
0.2016,2.2859,-1.3609,3,504,2.668
0.58827,6.6703,-1.1001,0,504,6.786
0.21323,2.4177,-1.3637,3,504,2.784
0.5994,6.7966,-0.9589,74,504,6.89
0.22495,2.5506,-1.3615,3,504,2.9
0.59963,6.7991,-0.79819,37,504,6.872
0.2385,2.7043,-1.3636,4,504,3.038
0.59988,6.8019,-0.63705,56,504,6.858
0.25267,2.865,-1.3614,2,504,3.182
0.59909,6.793,-0.47686,69,504,6.836
0.26966,3.0576,-1.3666,3,504,3.36
0.59832,6.7843,-0.31761,56,504,6.818
0.28875,3.2741,-1.3729,3,504,3.562
0.59916,6.7938,-0.15834,81,504,6.822
0.30966,3.5112,-1.3764,3,504,3.784
0.59915,6.7936,0,49,504,6.82
0.3317,3.7611,-1.3742,5,504,4.018
0.60074,6.8117,0.15876,50,504,6.84
0.35821,4.0617,-1.3778,3,504,4.304
0.59814,6.7823,0.31751,52,504,6.816
0.38812,4.4008,-1.3786,10,504,4.628
0.59874,6.789,0.47658,32,504,6.832
0.42376,4.805,-1.3831,3,504,5.018
0.59935,6.796,0.6365,57,504,6.852
0.4625,5.2442,-1.3782,8,504,5.442
0.60015,6.805,0.79888,63,504,6.878
0.50846,5.7654,-1.3714,2,504,5.948
0.59993,6.8025,0.95974,67,504,6.896
0.56818,6.4425,-1.3747,8,504,6.612
0.59867,6.7883,1.1196,72,504,6.906
0.58758,6.6625,-1.2601,0,504,6.806
0.59811,6.7819,1.2827,53,504,6.928
0.20941,2.2921,-1.365,3,522,2.676
0.61389,6.7196,-1.1086,0,522,6.838
0.22066,2.4153,-1.3627,3,522,2.782
0.61931,6.7789,-0.95668,81,522,6.874
0.2328,2.5482,-1.3605,3,522,2.898
0.62026,6.7893,-0.79726,44,522,6.864
0.24683,2.7017,-1.3627,4,522,3.036
0.62034,6.7901,-0.63612,68,522,6.848
0.26117,2.8587,-1.3588,2,522,3.176
0.6197,6.7831,-0.4763,82,522,6.828
0.27926,3.0568,-1.3666,3,522,3.36
0.61854,6.7704,-0.31705,82,522,6.806
0.29937,3.2768,-1.3744,3,522,3.566
0.62014,6.7879,-0.15825,102,522,6.818
0.32001,3.5028,-1.3735,3,522,3.776
0.61939,6.7798,0,56,522,6.808
0.34283,3.7525,-1.3715,5,522,4.01
0.62086,6.7959,0.15844,75,522,6.826
0.37046,4.0549,-1.3759,3,522,4.298
0.61945,6.7804,0.31751,69,522,6.816
0.4016,4.3958,-1.3774,9,522,4.624
0.61988,6.7851,0.47644,45,522,6.83
0.43885,4.8036,-1.3831,3,522,5.018
0.61998,6.7861,0.63575,69,522,6.844
0.47739,5.2254,-1.3736,6,522,5.424
0.62135,6.8011,0.79865,82,522,6.876
0.52728,5.7715,-1.3732,2,522,5.956
0.62075,6.7947,0.9589,78,522,6.89
0.58859,6.4426,-1.3751,7,522,6.614
0.62018,6.7883,1.1199,80,522,6.908
0.61119,6.6899,-1.2657,0,522,6.836
0.61906,6.7761,1.282,63,522,6.924
0.21581,2.2915,-1.365,3,538,2.676
0.63525,6.7453,-1.1131,0,538,6.866
0.22855,2.4269,-1.3696,4,538,2.796
0.63768,6.7712,-0.95584,80,538,6.868
0.23942,2.5422,-1.3577,3,538,2.892
0.63885,6.7836,-0.79679,42,538,6.86
0.25404,2.6975,-1.3609,4,538,3.032
0.63911,6.7864,-0.63594,64,538,6.846
0.26949,2.8616,-1.3605,2,538,3.18
0.63752,6.7694,-0.47546,73,538,6.816
0.28814,3.0596,-1.3683,4,538,3.364
0.63763,6.7707,-0.31714,86,538,6.808
0.30783,3.2686,-1.3713,3,538,3.558
0.63815,6.7762,-0.15802,101,538,6.808
0.33066,3.5111,-1.3771,3,538,3.786
0.63757,6.77,0,52,538,6.8
0.35383,3.7572,-1.3736,7,538,4.016
0.63965,6.7921,0.15839,75,538,6.824
0.38249,4.0614,-1.3784,3,538,4.306
0.63819,6.7766,0.31742,69,538,6.814
0.41369,4.3927,-1.3768,9,538,4.622
0.63808,6.7754,0.47588,44,538,6.822
0.45245,4.8043,-1.3837,3,538,5.02
0.63855,6.7804,0.63538,69,538,6.84
0.4918,5.2221,-1.3731,6,538,5.422
0.63978,6.7934,0.79796,74,538,6.87
0.54266,5.7623,-1.3714,2,538,5.948
0.63935,6.7889,0.95835,74,538,6.886
0.60658,6.441,-1.3751,7,538,6.614
0.63802,6.7748,1.118,76,538,6.896
0.63466,6.7391,-1.2753,4,538,6.888
0.63797,6.7743,1.282,58,538,6.924
0.22131,2.2858,-1.3619,3,553,2.67
0.23591,2.4367,-1.3755,5,553,2.808
0.65445,6.7597,-0.95445,80,553,6.858
0.24692,2.5504,-1.3624,3,553,2.902
0.65622,6.7779,-0.79633,44,553,6.856
0.26093,2.695,-1.36,4,553,3.03
0.65592,6.7748,-0.63501,72,553,6.836
0.27664,2.8573,-1.3588,2,553,3.176
0.65504,6.7658,-0.47532,82,553,6.814
0.29598,3.057,-1.3674,3,553,3.362
0.65439,6.759,-0.31667,82,553,6.798
0.31638,3.2678,-1.3713,3,553,3.558
0.65512,6.7665,-0.15783,102,553,6.8
0.33949,3.5065,-1.3757,3,553,3.782
0.6551,6.7664,0,56,553,6.798
0.36331,3.7525,-1.3722,8,553,4.012
0.65608,6.7765,0.15807,71,553,6.81
0.3933,4.0623,-1.3791,3,553,4.308
0.65516,6.767,0.31705,69,553,6.806
0.42629,4.4031,-1.3804,10,553,4.634
0.65504,6.7658,0.47532,44,553,6.814
0.46484,4.8012,-1.3831,3,553,5.018
0.65592,6.7748,0.63501,69,553,6.836
0.50584,5.2247,-1.3741,6,553,5.426
0.65718,6.7878,0.79749,82,553,6.866
0.557,5.7531,-1.3695,2,553,5.94
0.65617,6.7774,0.95695,78,553,6.876
0.62382,6.4433,-1.376,8,553,6.618
0.65595,6.7751,1.1183,80,553,6.898
0.65438,6.7589,1.2794,63,553,6.91
0.22923,2.2885,-1.364,3,572,2.674
0.2419,2.415,-1.3637,3,572,2.784
0.67647,6.7535,-0.95389,80,572,6.854
0.25538,2.5496,-1.3624,3,572,2.902
0.6781,6.7698,-0.79563,40,572,6.85
0.26951,2.6906,-1.3582,4,572,3.026
0.67798,6.7686,-0.63464,68,572,6.832
0.28629,2.8582,-1.3596,2,572,3.178
0.67688,6.7576,-0.4749,82,572,6.808
0.30575,3.0524,-1.3658,3,572,3.358
0.6762,6.7508,-0.31639,78,572,6.792
0.32722,3.2668,-1.3713,3,572,3.558
0.67676,6.7564,-0.15765,101,572,6.792
0.35112,3.5054,-1.3757,3,572,3.782
0.67734,6.7622,0,52,572,6.796
0.37631,3.7569,-1.3742,7,572,4.018
0.67815,6.7703,0.15797,71,572,6.806
0.40639,4.0572,-1.3778,3,572,4.304
0.677,6.7588,0.31677,69,572,6.8
0.43994,4.3921,-1.3774,7,572,4.624
0.67648,6.7536,0.47462,45,572,6.804
0.48056,4.7977,-1.3826,3,572,5.016
0.67758,6.7646,0.63427,70,572,6.828
0.52278,5.2191,-1.3731,6,572,5.422
0.67869,6.7757,0.79633,82,572,6.856
0.57704,5.7609,-1.3718,2,572,5.95
0.67864,6.7752,0.95695,82,572,6.876
0.64557,6.445,-1.3768,8,572,6.622
0.67782,6.767,1.1173,80,572,6.892
0.67601,6.7489,1.2779,61,572,6.902
0.23469,2.2828,-1.3609,3,587,2.668
0.24858,2.4179,-1.3657,3,587,2.788
0.69374,6.7478,-0.95334,77,587,6.85
0.26133,2.5419,-1.3587,3,587,2.894
0.69562,6.766,-0.7954,35,587,6.848
0.27746,2.6988,-1.3627,4,587,3.036
0.69509,6.7608,-0.63408,64,587,6.826
0.2934,2.8538,-1.3579,2,587,3.174
0.69416,6.7518,-0.47462,69,587,6.804
0.31411,3.0552,-1.3674,3,587,3.362
0.69428,6.753,-0.31658,63,587,6.796
0.33577,3.2659,-1.3713,3,587,3.558
0.69465,6.7566,-0.15769,81,587,6.794
0.35992,3.5008,-1.3742,4,587,3.778
0.69422,6.7524,0,45,587,6.788
0.38615,3.7559,-1.3742,6,587,4.018
0.69546,6.7645,0.15788,64,587,6.802
0.41701,4.0561,-1.3778,3,587,4.304
0.69388,6.7491,0.31639,50,587,6.792
0.45183,4.3947,-1.3786,7,587,4.628
0.69375,6.7479,0.47434,34,587,6.8
0.49352,4.8002,-1.3837,3,587,5.02
0.69407,6.7509,0.63315,60,587,6.816
0.53703,5.2235,-1.3746,6,587,5.428
0.69643,6.7739,0.79633,70,587,6.856
0.59212,5.7593,-1.3718,2,587,5.95
0.69557,6.7655,0.95584,56,587,6.868
0.66164,6.4355,-1.3751,7,587,6.614
0.69513,6.7612,1.1167,76,587,6.888
0.69388,6.7491,-1.2783,74,587,6.904
0.69327,6.7432,1.2772,56,587,6.898
0.24107,2.2821,-1.3609,3,603,2.668
0.71193,6.7396,-1.1134,62,603,6.868
0.25552,2.4189,-1.3667,3,603,2.79
0.71196,6.7399,-0.9525,80,603,6.844
0.26917,2.5481,-1.3624,3,603,2.902
0.71326,6.7522,-0.79401,42,603,6.836
0.28462,2.6944,-1.3609,4,603,3.032
0.71313,6.751,-0.63334,72,603,6.818
0.30232,2.862,-1.3622,2,603,3.184
0.71218,6.7419,-0.47407,77,603,6.796
0.32283,3.0562,-1.3683,3,603,3.364
0.71125,6.7332,-0.31574,82,603,6.778
0.34508,3.2668,-1.3721,3,603,3.56
0.71225,6.7427,-0.15742,101,603,6.782
0.37008,3.5034,-1.3757,4,603,3.782
0.71244,6.7445,0,56,603,6.782
0.39545,3.7436,-1.3701,8,603,4.006
0.71414,6.7606,0.15783,75,603,6.8
0.42854,4.0568,-1.3784,3,603,4.306
0.71251,6.7451,0.3163,72,603,6.79
0.4641,4.3935,-1.3786,7,603,4.628
0.71218,6.7419,0.47407,44,603,6.796
0.50651,4.795,-1.3826,3,603,5.016
0.71313,6.751,0.63334,70,603,6.818
0.5504,5.2105,-1.3716,6,603,5.416
0.7143,6.762,0.79517,82,603,6.846
0.60882,5.7635,-1.3732,2,603,5.956
0.71404,6.7596,0.95528,78,603,6.864
0.67961,6.4337,-1.3751,7,603,6.614
0.71318,6.7514,1.1154,80,603,6.88
0.71169,6.7373,-1.2764,74,603,6.894
0.71107,6.7315,1.2753,63,603,6.888
0.24861,2.2848,-1.363,3,621,2.672
0.7314,6.7217,-1.1108,53,621,6.852
0.26293,2.4164,-1.3657,3,621,2.788
0.7327,6.7337,-0.95194,80,621,6.84
0.27622,2.5385,-1.3577,3,621,2.892
0.73446,6.7499,-0.79401,37,621,6.836
0.29328,2.6953,-1.3618,4,621,3.034
0.73369,6.7427,-0.63278,64,621,6.812
0.31053,2.8538,-1.3588,2,621,3.176
0.73249,6.7317,-0.47351,69,621,6.788
0.33224,3.0533,-1.3674,3,621,3.362
0.73197,6.7269,-0.31556,78,621,6.774
0.35534,3.2657,-1.3721,3,621,3.56
0.73278,6.7344,-0.15728,101,621,6.776
0.38028,3.4949,-1.3728,3,621,3.774
0.73298,6.7362,0,60,621,6.776
0.40761,3.7461,-1.3715,8,621,4.01
